date,mktrf,smb,hml,rf,umd
20091012,0.003600,-0.005200,0.003300,0.00000,-0.002200
20091013,-0.002200,0.001200,-0.001800,0.00000,0.001900
20091014,0.017300,0.000400,0.011200,0.00000,0.002500
20091015,0.003500,-0.002300,-0.004500,0.00000,0.000600
20091016,-0.008200,-0.000100,-0.012700,0.00000,-0.000700
20091019,0.009200,0.000800,0.000200,0.00000,0.003900
20091020,-0.006900,-0.007000,-0.004800,0.00000,0.000500
20091021,-0.009000,-0.000900,-0.005400,0.00000,0.004000
20091022,0.010500,0.000300,0.006500,0.00000,-0.004300
20091023,-0.012300,-0.008000,-0.010200,0.00000,0.001800
20091026,-0.012000,0.000200,-0.013500,0.00000,0.001800
20091027,-0.005100,-0.006200,-0.006000,0.00000,-0.015300
20091028,-0.021600,-0.014900,-0.014000,0.00000,-0.019600
20091029,0.022000,-0.002500,0.016400,0.00000,0.012600
20091030,-0.028000,-0.000700,-0.018700,0.00000,-0.002300
20091102,0.005400,-0.007900,-0.003300,0.00000,0.004900
20091103,0.004500,0.010500,0.007500,0.00000,0.007500
20091104,0.000300,-0.010500,-0.004900,0.00000,0.001100
20091105,0.020700,0.011400,0.006300,0.00000,0.006000
20091106,0.002400,-0.002300,-0.004500,0.00000,-0.000900
20091109,0.021700,-0.004300,0.013500,0.00000,0.006000
20091110,-0.000500,-0.008000,-0.000800,0.00000,0.003200
20091111,0.005200,0.003100,0.003100,0.00000,0.000400
20091112,-0.011200,-0.008900,-0.007600,0.00000,-0.003300
20091113,0.006100,0.003600,-0.000400,0.00000,0.006200
20091116,0.015400,0.013000,0.002000,0.00000,0.003700
20091117,0.001400,-0.002100,-0.000400,0.00000,-0.001800
20091118,-0.001300,-0.004900,0.004400,0.00000,-0.004000
20091119,-0.013900,-0.007900,-0.005900,0.00000,-0.008700
20091120,-0.003300,0.002000,-0.004700,0.00000,-0.006800
20091123,0.013000,0.003900,-0.000900,0.00000,-0.000900
20091124,-0.000900,-0.001200,-0.004300,0.00000,-0.004700
20091125,0.004700,-0.004200,0.001200,0.00000,0.004000
20091127,-0.017400,-0.005500,-0.007700,0.00000,-0.005200
20091130,0.002800,-0.003900,0.007400,0.00000,-0.001800
20091201,0.012800,0.006300,-0.002700,0.00000,0.005600
20091202,0.001800,0.010300,-0.003000,0.00000,0.002900
20091203,-0.008600,-0.002700,-0.003400,0.00000,-0.002800
20091204,0.007000,0.015300,0.007500,0.00000,-0.002000
20091207,-0.001500,0.005100,-0.002700,0.00000,-0.002500
20091208,-0.009700,0.000600,-0.001300,0.00000,0.000000
20091209,0.003200,-0.001900,0.000100,0.00000,0.003600
20091210,0.005000,-0.009600,-0.001000,0.00000,0.002700
20091211,0.004300,0.002800,0.004700,0.00000,-0.005400
20091214,0.008000,0.006300,0.003400,0.00000,0.009900
20091215,-0.004800,0.003100,-0.005900,0.00000,0.001400
20091216,0.001900,0.004500,0.007300,0.00000,0.007300
20091217,-0.011800,0.002500,-0.003300,0.00000,-0.003100
20091218,0.006800,0.002200,0.002400,0.00000,-0.000900
20091221,0.010300,0.001500,0.003300,0.00000,0.004100
20091222,0.004300,0.005800,-0.001000,0.00000,0.002600
20091223,0.003600,0.009100,-0.003900,0.00000,0.007700
20091224,0.005100,-0.000800,0.002000,0.00000,0.002500
20091228,0.000800,-0.001200,-0.002800,0.00000,-0.001800
20091229,-0.000900,0.001100,-0.000800,0.00000,-0.003800
20091230,0.000000,-0.000600,-0.000900,0.00000,-0.000900
20091231,-0.009900,-0.002000,0.003200,0.00000,0.000500
20100104,0.016900,0.005800,0.011200,0.00000,0.006700
20100105,0.003100,-0.005800,0.012200,0.00000,0.006200
20100106,0.001300,-0.002500,0.005200,0.00000,-0.000200
20100107,0.004000,0.000800,0.009400,0.00000,-0.008500
20100108,0.003300,0.004000,0.000100,0.00000,0.002500
20100111,0.001300,-0.001300,-0.002100,0.00000,-0.004900
20100112,-0.010000,-0.001900,-0.013100,0.00000,-0.012200
20100113,0.008500,0.002700,0.003400,0.00000,0.003900
20100114,0.002400,0.002800,0.000500,0.00000,-0.001200
20100115,-0.011200,-0.001300,-0.004000,0.00000,-0.005300
20100119,0.012600,0.004300,-0.001600,0.00000,0.001300
20100120,-0.009800,-0.005900,0.002500,0.00000,-0.005600
20100121,-0.017400,0.004100,-0.011500,0.00000,-0.010200
20100122,-0.021400,0.005500,-0.008200,0.00000,-0.015400
20100125,0.003700,-0.002000,0.003400,0.00000,0.005400
20100126,-0.004500,-0.000900,-0.004600,0.00000,0.000100
20100127,0.005300,0.002300,0.001600,0.00000,-0.001600
20100128,-0.011800,-0.006700,0.004600,0.00000,-0.006700
20100129,-0.009700,-0.000400,-0.004500,0.00000,-0.012400
20100201,0.013900,-0.002000,0.009100,0.00000,0.013900
20100202,0.012100,-0.004200,0.006600,0.00000,0.004800
20100203,-0.004900,0.001100,-0.003800,0.00000,0.002400
20100204,-0.031400,-0.001500,-0.011900,0.00000,-0.015600
20100205,0.002900,-0.000500,-0.000600,0.00000,0.000300
20100208,-0.007900,0.000500,-0.003600,0.00000,0.000100
20100209,0.013300,0.003200,0.005900,0.00000,0.008900
20100210,-0.001700,0.002500,0.002900,0.00000,0.001900
20100211,0.011300,0.007100,0.000700,0.00000,0.008900
20100212,-0.000700,0.009700,0.001400,0.00000,0.005000
20100216,0.017500,-0.002800,0.010200,0.00000,0.008900
20100217,0.004900,0.001100,0.001200,0.00000,0.000100
20100218,0.006200,0.001100,0.000100,0.00000,0.001200
20100219,0.002800,0.000500,0.004800,0.00000,-0.002200
20100222,-0.000500,-0.000400,0.005700,0.00000,0.001400
20100223,-0.012400,0.002700,-0.009400,0.00000,-0.010400
20100224,0.009400,-0.003400,0.005300,0.00000,0.005200
20100225,-0.001300,0.002400,0.002800,0.00000,0.004800
20100226,0.001300,-0.005500,0.003900,0.00000,0.004200
20100301,0.012000,0.012200,0.000700,0.00000,0.011700
20100302,0.003200,0.006100,0.001800,0.00000,0.001300
20100303,0.000900,0.001700,0.000900,0.00000,0.000800
20100304,0.003700,0.000900,0.002300,0.00000,0.003600
20100305,0.014300,0.004000,0.006100,0.00000,0.008600
20100308,0.000200,0.000800,0.002600,0.00000,0.000900
20100309,0.002100,0.002500,-0.001000,0.00000,0.003900
20100310,0.005300,0.000500,0.006900,0.00000,0.003800
20100311,0.004300,-0.000900,-0.001100,0.00000,-0.000600
20100312,-0.000200,0.000300,-0.002800,0.00000,0.002800
20100315,-0.000200,-0.003100,-0.004800,0.00000,-0.006800
20100316,0.007800,-0.001400,0.005900,0.00000,0.003100
20100317,0.005700,0.000400,0.003500,0.00000,0.000900
20100318,-0.001000,-0.001700,-0.005700,0.00000,-0.005300
20100319,-0.006200,-0.006000,-0.006300,0.00000,-0.015000
20100322,0.006700,0.008900,0.000100,0.00000,0.008900
20100323,0.008000,0.003500,0.003600,0.00000,0.008300
20100324,-0.006000,-0.006400,0.008200,0.00000,0.004000
20100325,-0.002600,-0.004800,-0.002800,0.00000,-0.001500
20100326,0.000600,-0.000800,0.003100,0.00000,0.003400
20100329,0.005900,-0.000700,0.001900,0.00000,0.001600
20100330,0.000400,0.002900,-0.004500,0.00000,-0.001200
20100331,-0.003600,-0.005000,0.001500,0.00000,-0.001500
20100401,0.007500,-0.000100,0.007900,0.00001,0.006400
20100405,0.009500,0.010700,0.009200,0.00001,0.010300
20100406,0.001900,0.002300,0.004600,0.00001,0.002400
20100407,-0.004800,0.002100,0.002400,0.00001,-0.004400
20100408,0.003100,-0.002800,0.003900,0.00001,0.002500
20100409,0.006600,-0.001200,0.001700,0.00001,0.000900
20100412,0.002300,0.002700,0.000600,0.00001,-0.001300
20100413,0.000700,0.001600,-0.000400,0.00001,0.001500
20100414,0.012400,0.008700,0.014100,0.00001,0.008900
20100415,0.001100,0.005900,-0.000400,0.00001,0.002200
20100416,-0.015300,0.008000,-0.018300,0.00001,-0.007900
20100419,0.002800,-0.008500,-0.000900,0.00001,-0.006300
20100420,0.008800,0.006600,0.005600,0.00001,0.003800
20100421,-0.000600,0.007100,0.002000,0.00001,0.006300
20100422,0.003700,0.008100,0.004900,0.00001,0.010000
20100423,0.007000,0.003700,0.005700,0.00001,0.002700
20100426,-0.004300,0.004600,-0.003100,0.00001,0.003100
20100427,-0.023400,0.001100,-0.014100,0.00001,-0.012800
20100428,0.005600,-0.007400,0.007400,0.00001,0.000300
20100429,0.013400,0.004600,0.004600,0.00001,0.009700
20100430,-0.017200,-0.009700,-0.009200,0.00001,-0.011100
20100503,0.013600,0.006500,0.006100,0.00001,0.008300
20100504,-0.025000,-0.005800,-0.009000,0.00001,-0.009400
20100505,-0.007500,-0.007400,-0.006300,0.00001,-0.006000
20100506,-0.032700,-0.002700,-0.009000,0.00001,-0.008800
20100507,-0.017500,-0.013500,-0.004800,0.00001,-0.011400
20100510,0.044700,0.009700,0.011700,0.00001,0.026200
20100511,-0.001700,0.011600,-0.001500,0.00001,0.002900
20100512,0.016300,0.014800,0.001900,0.00001,0.013100
20100513,-0.011200,0.003200,-0.003000,0.00001,-0.005400
20100514,-0.019200,-0.002700,-0.007600,0.00001,-0.013000
20100517,0.001100,0.000400,-0.005600,0.00001,-0.005800
20100518,-0.014100,-0.002400,-0.009600,0.00001,-0.008600
20100519,-0.006300,-0.009700,0.000300,0.00001,-0.006600
20100520,-0.039900,-0.008900,-0.011600,0.00001,-0.012500
20100521,0.014400,-0.004400,0.015800,0.00001,0.014700
20100524,-0.011900,0.003300,-0.009100,0.00001,0.003700
20100525,-0.000300,-0.004700,0.005400,0.00001,0.004600
20100526,-0.003500,0.008300,0.003800,0.00001,0.005100
20100527,0.034500,0.006700,0.016100,0.00001,0.019900
20100528,-0.011800,0.000600,-0.006300,0.00001,-0.003200
20100601,-0.018900,-0.010900,-0.015700,0.00001,-0.003400
20100602,0.026300,0.001900,0.004300,0.00001,0.006100
20100603,0.005400,0.007000,-0.002800,0.00001,0.000200
20100604,-0.036200,-0.012200,-0.007000,0.00001,-0.013300
20100607,-0.015200,-0.010800,-0.010600,0.00001,-0.012700
20100608,0.009000,-0.014700,0.001700,0.00001,-0.003300
20100609,-0.004600,0.007400,-0.001700,0.00001,0.003900
20100610,0.029500,0.004000,0.009000,0.00001,0.009500
20100611,0.006200,0.009300,0.000600,0.00001,0.006500
20100614,-0.000600,0.006600,0.000100,0.00001,0.005700
20100615,0.023600,0.000800,0.009100,0.00001,0.004500
20100616,-0.001100,-0.002100,-0.003200,0.00001,0.001400
20100617,0.000800,-0.001600,-0.004600,0.00001,0.000100
20100618,0.001300,0.000000,0.002400,0.00001,-0.001100
20100621,-0.004700,-0.005500,0.000000,0.00001,-0.001900
20100622,-0.016300,-0.003400,-0.007500,0.00001,-0.006000
20100623,-0.002900,-0.000500,0.002300,0.00001,0.000100
20100624,-0.016500,0.001000,-0.008900,0.00001,-0.005200
20100625,0.004800,0.010500,0.010300,0.00001,0.006300
20100628,-0.002300,-0.000200,-0.007200,0.00001,-0.002700
20100629,-0.032300,-0.006600,-0.012800,0.00001,-0.019500
20100630,-0.009800,0.000400,-0.003600,0.00001,-0.003600
20100701,-0.004000,-0.003100,-0.004300,0.00001,-0.002000
20100702,-0.005000,-0.003100,-0.004300,0.00001,-0.006900
20100706,0.003300,-0.020000,0.000800,0.00001,-0.004400
20100707,0.031700,0.000600,0.004500,0.00001,0.015300
20100708,0.010000,0.005700,0.000000,0.00001,0.002000
20100709,0.008100,0.006500,0.005800,0.00001,0.005800
20100712,-0.001100,-0.011900,0.000500,0.00001,-0.006200
20100713,0.017600,0.016200,0.006500,0.00001,0.005000
20100714,-0.000400,-0.001600,-0.007600,0.00001,0.000000
20100715,0.000200,-0.008700,-0.001000,0.00001,-0.005300
20100716,-0.029400,-0.005600,-0.009600,0.00001,-0.010600
20100719,0.005400,-0.001500,-0.001900,0.00001,-0.003400
20100720,0.012300,0.006500,0.001400,0.00001,0.005600
20100721,-0.013000,-0.003800,-0.004200,0.00001,0.003000
20100722,0.023700,0.012500,0.005400,0.00001,0.005600
20100723,0.010500,0.014700,-0.002300,0.00001,0.005600
20100726,0.012300,0.008700,0.001100,0.00001,0.001200
20100727,-0.002300,-0.003300,0.003500,0.00001,-0.006300
20100728,-0.008200,-0.009000,-0.000300,0.00001,-0.000900
20100729,-0.003600,0.003200,0.006700,0.00001,0.002000
20100730,0.000600,0.000300,-0.002200,0.00001,0.001700
20100802,0.020800,-0.005400,0.001500,0.00001,-0.002700
20100803,-0.005500,-0.004100,-0.005100,0.00001,-0.001400
20100804,0.007400,0.004300,-0.001000,0.00001,0.001700
20100805,-0.002200,-0.008200,0.001300,0.00001,-0.000200
20100806,-0.003600,-0.001700,-0.003500,0.00001,-0.000400
20100809,0.006200,0.006200,0.000500,0.00001,0.001300
20100810,-0.007900,-0.012300,-0.002100,0.00001,0.002000
20100811,-0.029100,-0.010700,-0.006500,0.00001,-0.003700
20100812,-0.005000,-0.000700,-0.000500,0.00001,-0.001100
20100813,-0.004700,-0.008000,0.002400,0.00001,-0.000700
20100816,0.001000,0.009300,-0.002000,0.00001,0.001700
20100817,0.013100,0.005900,-0.001800,0.00001,0.003400
20100818,0.002100,0.000600,0.000700,0.00001,0.002000
20100819,-0.017400,-0.008200,-0.004200,0.00001,0.000600
20100820,-0.002800,0.002700,-0.002300,0.00001,0.001600
20100823,-0.005000,-0.009400,-0.004400,0.00001,-0.004700
20100824,-0.014800,0.001400,0.001400,0.00001,-0.003600
20100825,0.004500,0.010400,0.000000,0.00001,0.000600
20100826,-0.007600,-0.000800,-0.002600,0.00001,0.003800
20100827,0.018200,0.009300,0.003700,0.00001,0.004300
20100830,-0.015400,-0.008200,-0.004000,0.00001,-0.000700
20100831,0.000100,-0.002600,0.007700,0.00001,0.004800
20100901,0.030500,0.006200,0.004700,0.00001,0.005300
20100902,0.009700,0.002600,-0.003100,0.00001,0.002800
20100903,0.013500,0.003500,0.002000,0.00001,0.001500
20100907,-0.012300,-0.007900,-0.007400,0.00001,0.001900
20100908,0.006500,0.000200,0.001700,0.00001,0.000600
20100909,0.004400,-0.004800,0.005500,0.00001,-0.006800
20100910,0.004500,-0.000900,-0.001300,0.00001,0.000300
20100913,0.013000,0.011300,0.002100,0.00001,-0.001800
20100914,-0.000600,-0.002300,-0.005200,0.00001,0.001500
20100915,0.003600,0.001100,-0.002300,0.00001,-0.000700
20100916,-0.000700,-0.005100,-0.006900,0.00001,0.002300
20100917,0.001500,0.006100,-0.005800,0.00001,0.003500
20100920,0.016000,0.011300,0.002300,0.00001,-0.000800
20100921,-0.003100,-0.002800,-0.003200,0.00001,0.001000
20100922,-0.005200,-0.005600,-0.005300,0.00001,0.004600
20100923,-0.007800,-0.000800,-0.006800,0.00001,0.000600
20100924,0.021900,0.009900,0.004800,0.00001,0.000100
20100927,-0.004600,0.002100,-0.004500,0.00001,0.000800
20100928,0.005800,0.005300,0.001000,0.00001,-0.000400
20100929,-0.001700,0.006600,-0.002500,0.00001,-0.000200
20100930,-0.002600,0.000400,0.002900,0.00001,-0.005400
20101001,0.004300,-0.000600,0.002100,0.00001,-0.002900
20101004,-0.008800,-0.007200,-0.000700,0.00001,0.004000
20101005,0.021100,0.007700,0.001500,0.00001,0.002400
20101006,-0.001000,-0.003900,0.004700,0.00001,-0.006200
20101007,-0.001600,0.000500,-0.002800,0.00001,0.002400
20101008,0.007400,0.009600,-0.001300,0.00001,-0.000400
20101011,0.000400,0.000200,-0.002200,0.00001,-0.001400
20101012,0.003900,-0.000400,0.001800,0.00001,-0.002800
20101013,0.007800,0.008800,-0.003600,0.00001,0.000600
20101014,-0.003800,0.004100,-0.004100,0.00001,0.008300
20101015,0.001800,-0.000600,-0.012800,0.00001,0.002300
20101018,0.006900,0.000600,0.008600,0.00001,-0.008400
20101019,-0.016700,-0.006900,0.002600,0.00001,0.000000
20101020,0.010600,0.000700,0.000900,0.00001,-0.000400
20101021,0.001100,-0.005300,-0.005100,0.00001,0.004900
20101022,0.002900,0.004600,-0.004300,0.00001,0.002500
20101025,0.003100,0.004700,-0.005300,0.00001,0.003500
20101026,0.000200,0.000100,-0.001800,0.00001,-0.000700
20101027,-0.002400,-0.001800,-0.002200,0.00001,0.000800
20101028,0.000800,-0.006000,-0.000600,0.00001,0.000700
20101029,0.000700,0.003200,-0.001100,0.00001,0.001500
20101101,-0.000100,-0.006500,-0.002000,0.00001,0.001500
20101102,0.009000,0.013400,-0.001700,0.00001,0.001100
20101103,0.003800,-0.000600,0.001700,0.00001,0.001100
20101104,0.019400,0.004700,0.010500,0.00001,-0.003300
20101105,0.004100,-0.000900,0.006800,0.00001,-0.005800
20101108,-0.001200,0.004500,-0.004800,0.00001,0.001000
20101109,-0.007800,-0.004100,-0.004900,0.00001,-0.002700
20101110,0.005300,0.005800,0.005500,0.00001,-0.000800
20101111,-0.003500,-0.000600,-0.000800,0.00001,0.002900
20101112,-0.012900,-0.004900,-0.000600,0.00001,-0.001800
20101115,-0.000900,0.002000,0.003200,0.00001,0.000900
20101116,-0.015800,-0.003400,-0.001500,0.00001,-0.002100
20101117,0.000700,0.003400,-0.002900,0.00001,0.005000
20101118,0.015700,0.003100,-0.003000,0.00001,0.005800
20101119,0.003100,0.002100,-0.001800,0.00001,0.005500
20101122,-0.000200,0.006000,-0.009400,0.00001,0.011000
20101123,-0.013800,0.004800,-0.002800,0.00001,0.000200
20101124,0.015900,0.006600,0.000300,0.00001,0.007000
20101126,-0.006700,0.002900,-0.003500,0.00001,0.003800
20101129,-0.001300,0.000100,0.004200,0.00001,-0.003100
20101130,-0.005900,-0.002100,-0.000200,0.00001,0.000700
20101201,0.021200,-0.000900,0.000100,0.00001,0.002400
20101202,0.012300,-0.003100,0.006600,0.00001,-0.004000
20101203,0.003500,0.003900,0.000500,0.00001,0.000600
20101206,-0.000300,0.007500,-0.000500,0.00001,0.002300
20101207,0.001000,0.003600,0.000000,0.00001,0.000000
20101208,0.003200,-0.005200,0.006200,0.00001,-0.006700
20101209,0.004200,-0.000100,0.006500,0.00001,-0.000100
20101210,0.006700,0.004300,0.002400,0.00001,-0.002800
20101213,-0.000800,-0.005800,0.000800,0.00001,-0.002700
20101214,0.000900,-0.000400,-0.001100,0.00001,-0.004700
20101215,-0.004900,0.002000,-0.005400,0.00001,-0.000200
20101216,0.007000,0.004300,-0.001100,0.00001,0.001100
20101217,0.001500,0.001500,-0.001300,0.00001,-0.000500
20101220,0.002300,0.000100,0.003300,0.00001,0.000600
20101221,0.006800,0.003500,0.007400,0.00001,0.001500
20101222,0.002900,-0.003900,0.008200,0.00001,-0.009400
20101223,-0.001600,0.000700,-0.003200,0.00001,-0.001400
20101227,0.000800,0.002100,0.004400,0.00001,-0.002400
20101228,0.000000,-0.004300,0.001800,0.00001,-0.002400
20101229,0.001700,0.001100,-0.001600,0.00001,0.002500
20101230,-0.001100,0.001400,-0.000300,0.00001,0.000000
20101231,-0.001000,-0.006500,0.002300,0.00001,-0.001400
20110103,0.011800,0.005300,0.007900,0.00000,-0.000100
20110104,-0.002600,-0.013800,0.001100,0.00000,-0.005900
20110105,0.005900,0.006100,0.001400,0.00000,0.001000
20110106,-0.001500,-0.000600,-0.003200,0.00000,-0.004900
20110107,-0.002100,-0.002500,-0.003000,0.00000,0.003500
20110110,-0.000200,0.005600,-0.001500,0.00000,0.007000
20110111,0.003900,0.001200,0.002200,0.00000,-0.002400
20110112,0.008700,-0.000500,0.002600,0.00000,-0.003400
20110113,-0.001700,0.001300,-0.003800,0.00000,0.003000
20110114,0.006900,0.000200,0.004900,0.00000,-0.002000
20110118,0.001800,0.000700,-0.004100,0.00000,-0.003500
20110119,-0.012400,-0.013700,-0.005400,0.00000,-0.001300
20110120,-0.003000,-0.010400,0.007600,0.00000,-0.012100
20110121,0.001100,-0.008900,0.005600,0.00000,-0.001400
20110124,0.006500,0.003100,-0.002200,0.00000,0.001900
20110125,0.000200,-0.000200,0.001000,0.00000,-0.001500
20110126,0.006000,0.013800,-0.002200,0.00000,0.012400
20110127,0.002600,-0.000900,0.002800,0.00000,0.000200
20110128,-0.018800,-0.008800,-0.000300,0.00000,-0.001600
20110131,0.007100,-0.000100,-0.002800,0.00000,0.006400
20110201,0.017500,0.005100,0.005300,0.00001,0.005200
20110202,-0.002600,-0.000800,-0.003900,0.00001,-0.000100
20110203,0.002600,-0.000600,-0.001000,0.00001,0.000700
20110204,0.002900,0.000900,-0.005700,0.00001,0.000800
20110207,0.007000,0.002700,0.005900,0.00001,0.002200
20110208,0.004800,0.002300,0.000000,0.00001,0.001100
20110209,-0.003100,-0.002000,-0.000900,0.00001,-0.000400
20110210,0.001200,0.003500,-0.003000,0.00001,0.007600
20110211,0.006700,0.004100,0.005100,0.00001,0.004600
20110214,0.003000,0.002100,-0.001500,0.00001,0.005100
20110215,-0.003800,-0.003700,0.003000,0.00001,-0.002900
20110216,0.006800,0.003800,0.002600,0.00001,0.001000
20110217,0.003700,0.003800,0.002100,0.00001,0.001300
20110218,0.001200,-0.001400,-0.000300,0.00001,-0.005200
20110222,-0.021900,-0.005300,-0.003500,0.00001,-0.008100
20110223,-0.007800,-0.011800,0.004000,0.00001,-0.002500
20110224,0.000400,0.007200,-0.003200,0.00001,0.004400
20110225,0.012200,0.010100,0.002200,0.00001,0.006500
20110228,0.004200,-0.004400,0.002700,0.00001,-0.002400
20110301,-0.015800,-0.003000,-0.000600,0.00000,-0.002300
20110302,0.002800,0.003300,-0.002300,0.00000,0.005100
20110303,0.017600,0.004500,-0.000400,0.00000,0.008100
20110304,-0.006700,0.003000,-0.005300,0.00000,0.003500
20110307,-0.009600,-0.007200,0.001200,0.00000,-0.003200
20110308,0.009700,0.004600,0.006700,0.00000,-0.004100
20110309,-0.001700,-0.002600,0.003200,0.00000,-0.008800
20110310,-0.019300,-0.007400,-0.003100,0.00000,-0.007700
20110311,0.006900,-0.003400,0.001400,0.00000,0.003200
20110314,-0.005900,0.001000,-0.004000,0.00000,0.002900
20110315,-0.010500,0.002800,-0.001400,0.00000,0.002500
20110316,-0.017700,0.006300,-0.000700,0.00000,-0.000600
20110317,0.011200,-0.008100,0.005800,0.00000,0.005800
20110318,0.004900,0.005700,0.002200,0.00000,-0.004700
20110321,0.015800,0.009600,-0.002600,0.00000,0.012600
20110322,-0.003400,-0.000900,-0.000500,0.00000,-0.001600
20110323,0.003100,0.001500,-0.004000,0.00000,0.004900
20110324,0.009600,-0.001100,-0.004200,0.00000,0.002900
20110325,0.004100,0.004300,-0.000400,0.00000,0.006200
20110328,-0.003500,0.000500,-0.001800,0.00000,-0.001500
20110329,0.007400,0.002600,-0.001900,0.00000,0.005400
20110330,0.007900,0.004300,0.000800,0.00000,0.002400
20110331,-0.001100,0.005900,-0.003000,0.00000,0.002100
20110401,0.005200,-0.001000,0.002400,0.00000,0.000000
20110404,0.000900,0.002500,-0.001100,0.00000,0.001500
20110405,0.000800,0.004700,-0.002000,0.00000,-0.000600
20110406,0.002100,-0.002000,0.006000,0.00000,-0.012000
20110407,-0.002000,-0.002100,-0.001600,0.00000,-0.000900
20110408,-0.004700,-0.005600,-0.002700,0.00000,0.001000
20110411,-0.003900,-0.006500,-0.001100,0.00000,-0.005600
20110412,-0.008400,-0.006700,0.000200,0.00000,-0.007000
20110413,0.001100,0.001500,-0.006900,0.00000,0.009300
20110414,0.000000,0.003700,-0.003500,0.00000,0.002800
20110415,0.004400,0.005800,-0.000600,0.00000,0.002100
20110418,-0.011500,-0.003900,-0.003500,0.00000,-0.003700
20110419,0.005000,-0.003500,-0.001600,0.00000,0.003500
20110420,0.014500,0.006100,-0.006100,0.00000,0.006900
20110421,0.005600,0.003200,-0.000500,0.00000,0.007800
20110425,-0.001600,-0.000600,-0.000400,0.00000,-0.001700
20110426,0.008900,0.001400,-0.000400,0.00000,-0.003800
20110427,0.006600,-0.000800,-0.002300,0.00000,-0.001100
20110428,0.003200,-0.001400,0.001200,0.00000,-0.002800
20110429,0.002900,0.002100,-0.000500,0.00000,0.006700
20110502,-0.002800,-0.009000,-0.001400,0.00000,-0.006700
20110503,-0.005000,-0.010100,0.004400,0.00000,-0.013900
20110504,-0.007400,-0.005500,-0.001500,0.00000,-0.008700
20110505,-0.008200,0.005100,-0.003400,0.00000,-0.002900
20110506,0.004600,0.000400,-0.001700,0.00000,0.005500
20110509,0.005500,0.006700,-0.004300,0.00000,0.012000
20110510,0.008600,0.006600,0.002400,0.00000,0.000600
20110511,-0.010900,-0.006200,-0.004400,0.00000,-0.011100
20110512,0.005200,0.003600,-0.004300,0.00000,-0.002400
20110513,-0.008800,-0.004600,-0.003200,0.00000,-0.000600
20110516,-0.007600,-0.010000,0.004400,0.00000,-0.007300
20110517,-0.001100,-0.004800,0.001200,0.00000,-0.004600
20110518,0.010200,0.006700,-0.003000,0.00000,0.011700
20110519,0.002200,-0.000300,-0.001200,0.00000,0.002800
20110520,-0.007300,0.000800,-0.002100,0.00000,0.002900
20110523,-0.012900,-0.005300,0.000100,0.00000,-0.006000
20110524,-0.001400,-0.002900,0.000000,0.00000,0.003400
20110525,0.004500,0.010200,-0.003600,0.00000,0.011900
20110526,0.005200,0.006600,-0.001500,0.00000,0.005200
20110527,0.004900,0.001800,0.002300,0.00000,0.001000
20110531,0.010400,0.004300,-0.000600,0.00000,0.002600
20110601,-0.023300,-0.007500,-0.002600,0.00000,-0.002500
20110602,-0.001000,-0.000200,0.001300,0.00000,0.000700
20110603,-0.011000,-0.005500,0.001800,0.00000,-0.001600
20110606,-0.011800,-0.002600,-0.003200,0.00000,-0.006900
20110607,-0.000400,0.003100,-0.001200,0.00000,0.005200
20110608,-0.005400,-0.007300,0.000400,0.00000,-0.002600
20110609,0.007500,-0.000800,0.000100,0.00000,0.004600
20110610,-0.013700,-0.002400,0.004400,0.00000,-0.006200
20110613,0.000100,-0.005500,0.003600,0.00000,-0.006100
20110614,0.013600,0.010500,-0.003900,0.00000,0.009300
20110615,-0.017200,-0.000100,-0.001500,0.00000,-0.004500
20110616,0.001200,-0.000800,0.004300,0.00000,-0.008200
20110617,0.002500,-0.003900,0.006500,0.00000,-0.002300
20110620,0.005800,0.003800,-0.000900,0.00000,0.005000
20110621,0.015200,0.009500,-0.003900,0.00000,0.012000
20110622,-0.006200,-0.000900,0.000700,0.00000,0.002200
20110623,-0.001400,0.006400,-0.008300,0.00000,0.005400
20110624,-0.011000,0.004400,0.001200,0.00000,-0.003300
20110627,0.008900,0.000400,-0.000400,0.00000,0.002200
20110628,0.013600,0.004200,-0.005300,0.00000,0.012300
20110629,0.007700,-0.006900,0.006600,0.00000,-0.000200
20110630,0.009900,0.001700,-0.002400,0.00000,0.003900
20110701,0.014500,-0.000300,0.001400,0.00000,0.003500
20110705,-0.000800,0.002100,-0.008400,0.00000,0.012100
20110706,0.001800,0.004200,-0.005600,0.00000,0.003400
20110707,0.011000,0.004800,0.000900,0.00000,-0.002600
20110708,-0.006700,-0.000100,-0.004200,0.00000,0.003600
20110711,-0.019100,-0.001400,-0.002800,0.00000,-0.001500
20110712,-0.004500,0.000500,0.004500,0.00000,-0.005900
20110713,0.004500,0.005700,-0.001200,0.00000,0.003300
20110714,-0.008200,-0.008000,0.001200,0.00000,-0.002000
20110715,0.005800,0.001100,-0.005200,0.00000,0.005400
20110718,-0.009400,-0.005900,-0.003700,0.00000,0.003200
20110719,0.017200,0.005700,-0.006700,0.00000,0.004500
20110720,-0.001000,-0.003000,0.007300,0.00000,-0.005900
20110721,0.012900,-0.003500,0.010600,0.00000,-0.005100
20110722,0.001000,-0.001000,-0.007400,0.00000,0.002800
20110725,-0.006800,-0.005800,0.000900,0.00000,-0.001600
20110726,-0.004700,-0.003800,0.001500,0.00000,-0.005700
20110727,-0.021600,-0.008000,0.004300,0.00000,-0.006600
