caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
20091229,-0.001191,-0.001356,-0.001511,-0.001818,10320273000.00,500,10334284100.00,500,1126.20,-0.001401
20091230,0.000206,0.000106,-0.000067,-0.000157,10321369400.00,500,10320273000.00,500,1126.42,0.000195
20091231,-0.010167,-0.010173,-0.010860,-0.010867,10238877900.00,500,10321369400.00,500,1115.10,-0.010050
20100104,0.015970,0.015924,0.015689,0.015660,10401918700.00,500,10238877900.00,500,1132.99,0.016043
20100105,0.003066,0.003064,0.004758,0.004755,10433794800.00,500,10401918700.00,500,1136.52,0.003116
20100106,0.000907,0.000482,0.004430,0.004301,10438836200.00,500,10433794800.00,500,1137.14,0.000546
20100107,0.003898,0.003845,0.005285,0.005231,10478970700.00,500,10438836200.00,500,1141.69,0.004001
20100108,0.002791,0.002791,0.003145,0.003145,10508221400.00,500,10478970700.00,500,1144.98,0.002882
20100111,0.001724,0.001724,0.001735,0.001735,10526337800.00,500,10508221400.00,500,1146.98,0.001747
20100112,-0.009159,-0.009159,-0.011807,-0.011807,10429932600.00,500,10526337800.00,500,1136.22,-0.009381
20100113,0.008434,0.008337,0.010603,0.010556,10516889100.00,500,10429932600.00,500,1145.68,0.008326
20100114,0.002369,0.002345,0.001458,0.001454,10541548200.00,500,10516889100.00,500,1148.46,0.002427
20100115,-0.010708,-0.010745,-0.011579,-0.011600,10428434300.00,500,10541548200.00,500,1136.03,-0.010823
20100119,0.012443,0.012443,0.013326,0.013326,10558194900.00,500,10428434300.00,500,1150.23,0.012500
20100120,-0.010489,-0.010636,-0.010255,-0.010318,10445899500.00,500,10558194900.00,500,1138.04,-0.010598
20100121,-0.018772,-0.018797,-0.017344,-0.017367,10249546900.00,500,10445899500.00,500,1116.48,-0.018945
20100122,-0.021872,-0.021873,-0.022356,-0.022361,10025136600.00,500,10249546900.00,500,1091.76,-0.022141
20100125,0.004539,0.004527,0.004823,0.004794,10069635500.00,500,10025136600.00,500,1096.78,0.004598
20100126,-0.004003,-0.004022,-0.003937,-0.003973,10029145200.00,500,10069635500.00,500,1092.17,-0.004203
20100127,0.004791,0.004758,0.003932,0.003859,10069671500.00,500,10021990300.00,499,1097.50,0.004880
20100128,-0.011755,-0.011846,-0.011548,-0.011674,9950376580.00,500,10069671500.00,499,1084.53,-0.011818
20100129,-0.009675,-0.009678,-0.011227,-0.011240,9867598830.00,500,9956715010.00,500,1073.87,-0.009829
20100201,0.014002,0.014001,0.017414,0.017412,10005760000.00,500,9867598830.00,500,1089.19,0.014266
20100202,0.012781,0.012777,0.014764,0.014746,10133608300.00,500,10005760000.00,500,1103.32,0.012973
20100203,-0.004936,-0.005275,-0.006768,-0.006998,10080151100.00,500,10133608300.00,500,1097.28,-0.005474
20100204,-0.031009,-0.031035,-0.033877,-0.033958,9767310930.00,500,10080151100.00,500,1063.11,-0.031141
20100205,0.003003,0.002999,0.003487,0.003473,9796506830.00,500,9767310930.00,500,1066.19,0.002897
20100208,-0.008498,-0.008813,-0.007605,-0.007724,9709933640.00,500,9796270930.00,500,1056.74,-0.008863
20100209,0.012927,0.012893,0.014492,0.014432,9835126610.00,500,9709933640.00,500,1070.52,0.013040
20100210,-0.002047,-0.002320,-0.002585,-0.002938,9812306200.00,500,9835126610.00,500,1068.13,-0.002233
20100211,0.009735,0.009606,0.011684,0.011513,9906370780.00,500,9812306200.00,500,1078.47,0.009680
20100212,-0.002560,-0.002762,-0.001347,-0.001434,9878344090.00,500,9906370780.00,500,1075.51,-0.002745
20100216,0.018242,0.018092,0.020262,0.020195,10080661900.00,500,9901314950.00,500,1094.87,0.018001
20100217,0.004566,0.004391,0.004862,0.004657,10125114300.00,500,10080661900.00,500,1099.51,0.004238
20100218,0.006558,0.006482,0.006615,0.006581,10190797800.00,500,10125114300.00,500,1106.75,0.006585
20100219,0.001968,0.001818,0.004648,0.004585,10209809200.00,500,10190797800.00,500,1109.17,0.002187
20100222,-0.000985,-0.001000,-0.000607,-0.000630,10198434500.00,500,10209809200.00,500,1108.01,-0.001046
20100223,-0.012151,-0.012160,-0.013892,-0.013931,10074426200.00,500,10198434500.00,500,1094.60,-0.012103
20100224,0.009932,0.009741,0.009982,0.009709,10172593500.00,500,10074426200.00,500,1105.24,0.009720
20100225,-0.001729,-0.001979,0.000487,0.000307,10152571600.00,500,10172593500.00,500,1102.94,-0.002081
20100226,0.001370,0.001329,0.001910,0.001882,10189933300.00,500,10148544400.00,499,1104.49,0.001405
20100301,0.010000,0.009973,0.014161,0.014095,10291603000.00,500,10189949800.00,500,1115.71,0.010159
20100302,0.002319,0.002319,0.003645,0.003644,10315467000.00,500,10291603000.00,500,1118.31,0.002330
20100303,0.000380,0.000234,0.001595,0.001468,10317881500.00,500,10315467000.00,500,1118.79,0.000429
20100304,0.003904,0.003881,0.003581,0.003525,10358124800.00,500,10317881500.00,500,1122.97,0.003736
20100305,0.013974,0.013936,0.016407,0.016276,10502998200.00,500,10358124800.00,500,1138.70,0.014008
20100308,0.000172,-0.000004,0.000690,0.000441,10502857600.00,500,10502998200.00,500,1138.50,-0.000176
20100309,0.001957,0.001903,0.001320,0.001260,10522845700.00,500,10502857600.00,500,1140.45,0.001713
20100310,0.004814,0.004640,0.006033,0.005929,10573931300.00,500,10522845700.00,500,1145.61,0.004525
20100311,0.004561,0.004233,0.003741,0.003536,10618342500.00,500,10573931300.00,500,1150.24,0.004042
20100312,-0.000333,-0.000343,0.000274,0.000253,10614693200.00,500,10618342500.00,500,1149.99,-0.000217
20100315,0.000609,0.000591,-0.001037,-0.001043,10625407900.00,500,10615080200.00,500,1150.51,0.000452
20100316,0.007972,0.007960,0.009890,0.009859,10710400600.00,500,10625407900.00,500,1159.46,0.007779
20100317,0.005804,0.005789,0.007756,0.007733,10772407600.00,500,10710400600.00,500,1166.21,0.005822
20100318,-0.000355,-0.000370,-0.002607,-0.002657,10768417900.00,500,10772407600.00,500,1165.83,-0.000326
20100319,-0.005298,-0.005298,-0.006973,-0.006973,10711378300.00,500,10768417900.00,500,1159.90,-0.005087
20100322,0.005320,0.005294,0.007751,0.007681,10768461300.00,500,10711378300.00,500,1165.81,0.005095
20100323,0.007378,0.007261,0.007451,0.007393,10846761900.00,500,10768461300.00,500,1174.17,0.007171
20100324,-0.005490,-0.005498,-0.006554,-0.006565,10787307800.00,500,10846761900.00,500,1167.72,-0.005493
20100325,-0.001429,-0.001429,-0.004689,-0.004689,10771889800.00,500,10787307800.00,500,1165.73,-0.001704
20100326,0.000760,0.000755,0.001612,0.001607,10779662300.00,500,10771889800.00,500,1166.59,0.000738
20100329,0.005651,0.005481,0.007852,0.007600,10838725500.00,500,10779662300.00,500,1173.22,0.005683
20100330,0.000170,0.000055,0.000869,0.000760,10839320800.00,500,10838725500.00,500,1173.27,0.000043
20100331,-0.003287,-0.003331,-0.003732,-0.003845,10842822700.00,500,10839320800.00,500,1169.43,-0.003273
20100401,0.007302,0.007266,0.009263,0.009243,10921370400.00,500,10842822700.00,500,1178.10,0.007414
20100405,0.008022,0.007991,0.012096,0.012069,11008680800.00,500,10921370400.00,500,1187.44,0.007928
20100406,0.001781,0.001781,0.002649,0.002649,11028282200.00,500,11008680800.00,500,1189.44,0.001684
20100407,-0.005259,-0.005686,-0.006381,-0.006533,10965576500.00,500,11028282200.00,500,1182.45,-0.005877
20100408,0.003583,0.003549,0.001765,0.001706,11004496300.00,500,10965576500.00,500,1186.44,0.003374
20100409,0.006607,0.006602,0.007137,0.007134,11077247100.00,500,11004496300.00,500,1194.37,0.006684
20100412,0.001860,0.001838,0.002017,0.002013,11097751500.00,500,11077247100.00,500,1196.48,0.001767
20100413,0.000747,0.000675,0.001271,0.001244,11105240700.00,500,11097751500.00,500,1197.30,0.000685
20100414,0.011312,0.011296,0.012455,0.012426,11231192000.00,500,11105240700.00,500,1210.65,0.011150
20100415,0.000686,0.000686,0.000268,0.000268,11238980300.00,500,11231192000.00,500,1211.67,0.000843
20100416,-0.016104,-0.016104,-0.015935,-0.015935,11057944300.00,500,11238980300.00,500,1192.13,-0.016127
20100419,0.004719,0.004708,0.001456,0.001449,11110073800.00,500,11057944300.00,500,1197.52,0.004521
20100420,0.008129,0.008125,0.012465,0.012462,11200298300.00,500,11110073800.00,500,1207.17,0.008058
20100421,-0.000906,-0.000917,0.001728,0.001723,11190038300.00,500,11200298300.00,500,1205.94,-0.001019
20100422,0.002404,0.002353,0.007950,0.007911,11216371000.00,500,11190038300.00,500,1208.67,0.002264
20100423,0.006917,0.006917,0.008770,0.008770,11294003900.00,500,11216371000.00,500,1217.28,0.007124
20100426,-0.004458,-0.004464,-0.003845,-0.003860,11243602100.00,500,11294003900.00,500,1212.05,-0.004296
20100427,-0.023270,-0.023275,-0.026630,-0.026653,10981910800.00,500,11243602100.00,500,1183.71,-0.023382
20100428,0.006419,0.006237,0.005597,0.005479,11050809900.00,500,10981910800.00,500,1191.36,0.006463
20100429,0.013003,0.012915,0.014270,0.014109,11186207100.00,500,11043579900.00,499,1206.78,0.012943
20100430,-0.016708,-0.016708,-0.019265,-0.019265,11007602400.00,500,11193400300.00,500,1186.69,-0.016648
20100503,0.012927,0.012920,0.014592,0.014566,11148394200.00,500,11007602400.00,500,1202.26,0.013121
20100504,-0.023775,-0.023779,-0.026640,-0.026657,10883698700.00,500,11148394200.00,500,1173.60,-0.023838
20100505,-0.006100,-0.006426,-0.006729,-0.006902,10813803400.00,500,10883698700.00,500,1165.90,-0.006561
20100506,-0.032201,-0.032346,-0.032321,-0.032463,10464018800.00,500,10813803400.00,500,1128.15,-0.032378
20100507,-0.015477,-0.015480,-0.019594,-0.019598,10303370100.00,500,10464018800.00,500,1110.88,-0.015308
20100510,0.043619,0.043581,0.049310,0.049245,10752397500.00,500,10303370100.00,500,1159.73,0.043974
20100511,-0.003092,-0.003290,-0.002906,-0.002926,10717023900.00,500,10752397500.00,500,1155.79,-0.003397
20100512,0.014099,0.013715,0.017917,0.017545,10864006700.00,500,10717023900.00,500,1171.67,0.013740
20100513,-0.012071,-0.012125,-0.012300,-0.012383,10732267500.00,500,10864006700.00,500,1157.44,-0.012145
20100514,-0.018848,-0.018852,-0.021183,-0.021187,10529955800.00,500,10732267500.00,500,1135.68,-0.018800
20100517,0.001267,0.001082,0.002529,0.002426,10541351400.00,500,10529955800.00,500,1136.94,0.001109
20100518,-0.013955,-0.014136,-0.015377,-0.015471,10392344700.00,500,10541351400.00,500,1120.80,-0.014196
20100519,-0.005121,-0.005224,-0.006556,-0.006677,10338075500.00,500,10392344700.00,500,1115.05,-0.005130
20100520,-0.038569,-0.038659,-0.040872,-0.040918,9938197360.00,500,10338075500.00,500,1071.59,-0.038976
20100521,0.014701,0.014692,0.018264,0.018226,10084254100.00,500,9938197360.00,500,1087.69,0.015024
20100524,-0.012638,-0.012655,-0.013005,-0.013033,9956640590.00,500,10084254100.00,500,1073.65,-0.012908
20100525,0.000262,0.000256,0.002055,0.002031,9959140540.00,500,9956640590.00,500,1074.03,0.000354
20100526,-0.005595,-0.005784,-0.002071,-0.002323,9901532010.00,500,9959140540.00,500,1067.95,-0.005661
20100527,0.033149,0.032785,0.036630,0.036367,10226153100.00,500,9901532010.00,500,1103.06,0.032876
20100528,-0.012146,-0.012178,-0.012498,-0.012528,10104365700.00,500,10226153100.00,500,1089.41,-0.012375
20100601,-0.017027,-0.017069,-0.024580,-0.024601,9931980310.00,500,10104365700.00,500,1070.71,-0.017165
20100602,0.025802,0.025646,0.028611,0.028501,10186699800.00,500,9931980310.00,500,1098.38,0.025843
20100603,0.004262,0.004217,0.006336,0.006278,10229615600.00,500,10186699800.00,500,1102.83,0.004051
20100604,-0.034767,-0.034799,-0.039546,-0.039610,9873643270.00,500,10229615600.00,500,1064.88,-0.034411
20100607,-0.013255,-0.013304,-0.016391,-0.016521,9742286080.00,500,9873643270.00,500,1050.47,-0.013532
20100608,0.010932,0.010778,0.009880,0.009652,9847287690.00,500,9742286080.00,500,1062.00,0.010976
20100609,-0.005700,-0.005761,-0.002144,-0.002249,9790556950.00,500,9847287690.00,500,1055.69,-0.005942
20100610,0.029205,0.029195,0.034716,0.034689,10076038800.00,500,9790556950.00,500,1086.84,0.029507
20100611,0.004718,0.004366,0.006369,0.006161,10120030700.00,500,10076038800.00,500,1091.60,0.004380
20100614,-0.001693,-0.001718,0.000477,0.000461,10102648400.00,500,10120030700.00,500,1089.63,-0.001805
20100615,0.023316,0.023309,0.026066,0.026048,10338131900.00,500,10102648400.00,500,1115.23,0.023494
20100616,-0.000659,-0.000681,-0.002218,-0.002256,10331086500.00,500,10338131900.00,500,1114.61,-0.000556
20100617,0.001307,0.001176,-0.000054,-0.000133,10343235200.00,500,10331086500.00,500,1116.04,0.001283
20100618,0.001280,0.001278,0.000087,0.000081,10356457600.00,500,10343235200.00,500,1117.51,0.001317
20100621,-0.003953,-0.003961,-0.004706,-0.004745,10315480200.00,500,10356457600.00,500,1113.20,-0.003857
20100622,-0.015842,-0.015976,-0.020178,-0.020258,10149948700.00,500,10315480200.00,500,1095.31,-0.016071
20100623,-0.002993,-0.003019,-0.001308,-0.001349,10119303200.00,500,10149948700.00,500,1092.04,-0.002985
20100624,-0.016900,-0.016900,-0.018983,-0.018983,9948290900.00,500,10119303200.00,500,1073.69,-0.016803
20100625,0.002986,0.002986,0.007330,0.007330,9977693560.00,500,9948290900.00,500,1076.76,0.002859
20100628,-0.002106,-0.002301,-0.003204,-0.003470,9959361200.00,500,9958036180.00,500,1074.57,-0.002034
20100629,-0.031166,-0.031203,-0.036019,-0.036086,9648601330.00,500,9959361200.00,500,1041.24,-0.031017
20100630,-0.010013,-0.010127,-0.010721,-0.010795,9545850680.00,500,9648601330.00,500,1030.71,-0.010113
20100701,-0.002911,-0.002970,-0.001884,-0.001945,9514936620.00,500,9543283990.00,500,1027.37,-0.003240
20100702,-0.004509,-0.004537,-0.006335,-0.006359,9466565590.00,500,9514936620.00,500,1022.58,-0.004662
20100706,0.005406,0.005406,0.002444,0.002444,9517740430.00,500,9466565590.00,500,1028.06,0.005359
20100707,0.031502,0.031022,0.034218,0.034033,9813002400.00,500,9517740430.00,500,1060.27,0.031331
20100708,0.009588,0.009551,0.010326,0.010280,9906730660.00,500,9813002400.00,500,1070.25,0.009413
20100709,0.007205,0.007205,0.009163,0.009163,9978133420.00,500,9906730660.00,500,1077.96,0.007204
20100712,0.000925,0.000895,-0.002200,-0.002208,9987046600.00,500,9978133420.00,500,1078.75,0.000733
20100713,0.015524,0.015443,0.018844,0.018816,10141274900.00,500,9987046600.00,500,1095.34,0.015379
20100714,-0.000110,-0.000124,-0.001516,-0.001529,10140056500.00,500,10141274900.00,500,1095.17,-0.000155
20100715,0.001109,0.001109,0.001444,0.001444,10163983700.00,500,10152736200.00,500,1096.48,0.001196
20100716,-0.028703,-0.028730,-0.031340,-0.031353,9871978280.00,500,10163983700.00,500,1064.88,-0.028820
20100719,0.005974,0.005957,0.007819,0.007802,9930647860.00,500,9871978280.00,500,1071.25,0.005982
20100720,0.011599,0.011019,0.014589,0.013314,10040069500.00,500,9930647860.00,500,1083.48,0.011417
20100721,-0.012708,-0.012849,-0.014842,-0.014874,9911465530.00,500,10040069500.00,500,1069.59,-0.012820
20100722,0.022421,0.022391,0.025502,0.025474,10133321300.00,500,9911465530.00,500,1093.67,0.022513
20100723,0.008242,0.008231,0.011450,0.011438,10221797200.00,500,10133321300.00,500,1102.66,0.008220
20100726,0.011120,0.011112,0.014324,0.014307,10335487400.00,500,10221797200.00,500,1115.01,0.011200
20100727,-0.001072,-0.001072,-0.005769,-0.005769,10324421900.00,500,10335487400.00,500,1113.84,-0.001049
20100728,-0.006874,-0.006933,-0.009448,-0.009561,10252838200.00,500,10324421900.00,500,1106.13,-0.006922
20100729,-0.004039,-0.004201,-0.004527,-0.004695,10209765700.00,500,10252838200.00,500,1101.53,-0.004159
20100730,0.000052,0.000052,0.001221,0.001221,10192112100.00,500,10209765700.00,500,1101.60,0.000064
20100802,0.021847,0.021837,0.022426,0.022415,10414248500.00,500,10192112100.00,500,1125.86,0.022023
20100803,-0.004813,-0.004826,-0.008327,-0.008383,10364079100.00,500,10414248500.00,500,1120.46,-0.004796
20100804,0.006417,0.006079,0.008608,0.008430,10427102800.00,500,10364079100.00,500,1127.24,0.006051
20100805,-0.001333,-0.001373,-0.001667,-0.001756,10412795700.00,500,10427102800.00,500,1125.81,-0.001269
20100806,-0.003445,-0.003554,-0.004340,-0.004394,10375790700.00,500,10412795700.00,500,1121.64,-0.003704
20100809,0.005515,0.005494,0.007289,0.007249,10432850900.00,500,10375790700.00,500,1127.79,0.005483
20100810,-0.005970,-0.005994,-0.008427,-0.008460,10370321100.00,500,10432850900.00,500,1121.06,-0.005967
20100811,-0.027435,-0.027963,-0.031006,-0.031272,10080331300.00,500,10370321100.00,500,1089.47,-0.028179
20100812,-0.005483,-0.005610,-0.005702,-0.005932,10023782600.00,500,10080331300.00,500,1083.61,-0.005379
20100813,-0.003902,-0.003935,-0.003576,-0.003617,9984343150.00,500,10023782600.00,500,1079.25,-0.004024
20100816,0.000195,0.000143,-0.000366,-0.000433,9985783910.00,500,9984343150.00,500,1079.38,0.000120
20100817,0.012525,0.012230,0.016043,0.015961,10107936200.00,500,9985783910.00,500,1092.54,0.012192
20100818,0.001444,0.001305,0.002434,0.002317,10121124600.00,500,10107936200.00,500,1094.16,0.001483
20100819,-0.016935,-0.016951,-0.017322,-0.017362,9949565900.00,500,10121124600.00,500,1075.63,-0.016935
20100820,-0.003539,-0.003541,-0.002514,-0.002519,9914333050.00,500,9949565900.00,500,1071.69,-0.003663
20100823,-0.003789,-0.003807,-0.005516,-0.005556,9876593280.00,500,9914333050.00,500,1067.36,-0.004040
20100824,-0.014424,-0.014439,-0.015560,-0.015606,9733983560.00,500,9876593280.00,500,1051.87,-0.014512
20100825,0.003523,0.003410,0.004929,0.004801,9767174180.00,500,9733983560.00,500,1055.33,0.003289
20100826,-0.007759,-0.007783,-0.007474,-0.007506,9691155000.00,500,9767174180.00,500,1047.22,-0.007685
20100827,0.016560,0.016294,0.019584,0.019387,9858506790.00,500,9700979480.00,500,1064.59,0.016587
20100830,-0.014556,-0.014760,-0.016881,-0.017080,9722377410.00,500,9858506790.00,500,1048.92,-0.014719
20100831,-0.000067,-0.000110,-0.001044,-0.001068,9714331820.00,500,9722377410.00,500,1049.33,0.000391
20100901,0.029898,0.029800,0.033290,0.033245,10003815400.00,500,9714331820.00,500,1080.29,0.029505
20100902,0.009295,0.009217,0.013373,0.013256,10096027500.00,500,10003815400.00,500,1090.10,0.009081
20100903,0.013217,0.013189,0.014363,0.014332,10227766400.00,500,10096027500.00,500,1104.51,0.013219
20100907,-0.011149,-0.011204,-0.014226,-0.014339,10113330800.00,500,10227766400.00,500,1091.84,-0.011471
20100908,0.006537,0.006300,0.006885,0.006540,10177040200.00,500,10113330800.00,500,1098.87,0.006439
20100909,0.004791,0.004785,0.003724,0.003697,10225942400.00,500,10177040200.00,500,1104.18,0.004832
20100910,0.004883,0.004863,0.005079,0.005060,10275685800.00,500,10225942400.00,500,1109.55,0.004863
20100913,0.011574,0.011224,0.013385,0.013212,10391071900.00,500,10275685800.00,500,1121.90,0.011131
20100914,-0.000482,-0.000488,-0.000203,-0.000227,10385973500.00,500,10391071900.00,500,1121.10,-0.000713
20100915,0.003594,0.003572,0.003229,0.003190,10423075800.00,500,10385973500.00,500,1125.07,0.003541
20100916,-0.000121,-0.000277,-0.002327,-0.002424,10420193500.00,500,10423075800.00,500,1124.66,-0.000364
20100917,0.001005,0.001001,0.001788,0.001782,10430629100.00,500,10420193500.00,500,1125.59,0.000827
20100920,0.015202,0.015174,0.017556,0.017489,10589157000.00,500,10430629100.00,500,1142.71,0.015210
20100921,-0.002731,-0.002747,-0.004911,-0.004945,10560071700.00,500,10589157000.00,500,1139.78,-0.002564
20100922,-0.004449,-0.004572,-0.006966,-0.007007,10511791500.00,500,10560071700.00,500,1134.28,-0.004825
20100923,-0.008258,-0.008258,-0.008121,-0.008121,10424983100.00,500,10511791500.00,500,1124.83,-0.008331
20100924,0.020923,0.020922,0.025215,0.025209,10643729700.00,500,10424983100.00,500,1148.67,0.021194
20100927,-0.005518,-0.005528,-0.005516,-0.005534,10584889100.00,500,10643729700.00,500,1142.16,-0.005667
20100928,0.005024,0.004844,0.008203,0.007972,10636163100.00,500,10584889100.00,500,1147.70,0.004850
20100929,-0.002404,-0.002520,-0.001098,-0.001225,10609364500.00,500,10636163100.00,500,1144.73,-0.002588
20100930,-0.003101,-0.003106,-0.001975,-0.001986,10565213300.00,500,10609364500.00,500,1141.20,-0.003084
20101001,0.004450,0.004425,0.003701,0.003657,10611413200.00,500,10565213300.00,500,1146.24,0.004416
20101004,-0.007918,-0.008450,-0.008884,-0.009529,10521751500.00,500,10611413200.00,500,1137.03,-0.008035
20101005,0.020519,0.020518,0.021966,0.021961,10737632300.00,500,10521751500.00,500,1160.75,0.020861
20101006,0.000064,-0.000429,-0.003411,-0.003647,10733020700.00,500,10737632300.00,500,1159.97,-0.000672
20101007,-0.001618,-0.001628,-0.001120,-0.001136,10715544200.00,500,10733020700.00,500,1158.06,-0.001647
20101008,0.006125,0.006119,0.008640,0.008629,10781108100.00,500,10715544200.00,500,1165.15,0.006122
20101011,0.000207,0.000207,0.001488,0.001488,10783335300.00,500,10781108100.00,500,1165.32,0.000146
20101012,0.003756,0.003755,0.003748,0.003743,10823829600.00,500,10783335300.00,500,1169.77,0.003819
20101013,0.007272,0.007167,0.008293,0.008240,10901410500.00,500,10823829600.00,500,1178.10,0.007121
20101014,-0.003865,-0.003865,-0.005369,-0.005369,10859258800.00,500,10901410500.00,500,1173.81,-0.003641
20101015,0.002134,0.002134,0.001797,0.001797,10882994400.00,500,10859258800.00,500,1176.19,0.002028
20101018,0.007368,0.007353,0.004899,0.004889,10963035600.00,500,10882994400.00,500,1184.71,0.007244
20101019,-0.015835,-0.015835,-0.016329,-0.016329,10789437300.00,500,10963035600.00,500,1165.90,-0.015877
20101020,0.010449,0.010303,0.010549,0.010510,10900661700.00,500,10789437300.00,500,1178.17,0.010524
20101021,0.002000,0.001945,0.000652,0.000603,10921803200.00,500,10900661700.00,500,1180.26,0.001774
20101022,0.002272,0.002272,0.003590,0.003590,10946488700.00,500,10921803200.00,500,1183.08,0.002389
20101025,0.002280,0.002273,0.003292,0.003276,10971928300.00,500,10946488700.00,500,1185.62,0.002147
20101026,0.000284,0.000284,-0.001862,-0.001862,10975670900.00,500,10971928300.00,500,1185.64,0.000017
20101027,-0.002547,-0.002676,-0.001814,-0.001928,10946300000.00,500,10975670900.00,500,1182.45,-0.002691
20101028,0.001307,0.001213,-0.000431,-0.000586,10959581200.00,500,10946300000.00,500,1183.78,0.001125
20101029,-0.000142,-0.000142,0.003006,0.003006,10950115500.00,500,10959581200.00,500,1183.26,-0.000439
20101101,0.000740,0.000740,-0.000735,-0.000735,10958069600.00,500,10950115500.00,500,1184.38,0.000947
20101102,0.007736,0.007731,0.009204,0.009187,11042799100.00,500,10958069600.00,500,1193.57,0.007759
20101103,0.003861,0.003683,0.002388,0.002245,11083472000.00,500,11042799100.00,500,1197.96,0.003678
20101104,0.019330,0.019157,0.020314,0.020189,11295647500.00,500,11083472000.00,500,1221.06,0.019283
20101105,0.003984,0.003925,0.005166,0.005132,11339981800.00,500,11295647500.00,500,1225.85,0.003923
20101108,-0.002000,-0.002133,-0.001605,-0.001737,11315791100.00,500,11339981800.00,500,1223.25,-0.002121
20101109,-0.007598,-0.007912,-0.009941,-0.010155,11226255400.00,500,11315791100.00,500,1213.40,-0.008052
20101110,0.004364,0.004174,0.004972,0.004782,11273117900.00,500,11226255400.00,500,1218.71,0.004376
20101111,-0.004139,-0.004139,-0.001403,-0.001403,11226461100.00,500,11273117900.00,500,1213.54,-0.004242
20101112,-0.011796,-0.011846,-0.012902,-0.013002,11093542100.00,500,11226461100.00,500,1199.21,-0.011808
20101115,-0.001374,-0.001433,-0.001345,-0.001425,11080054700.00,500,11093542100.00,500,1197.75,-0.001217
20101116,-0.015729,-0.016011,-0.016935,-0.017013,10902539000.00,500,11080054700.00,500,1178.34,-0.016205
20101117,0.000274,0.000105,0.002311,0.002106,10912633200.00,500,10911485000.00,500,1178.59,0.000212
20101118,0.015284,0.015272,0.014283,0.014256,11078621000.00,500,10912633200.00,500,1196.69,0.015357
20101119,0.002599,0.002461,0.004035,0.003846,11106189700.00,500,11078621000.00,500,1199.73,0.002540
20101122,-0.001372,-0.001425,0.001102,0.001019,11090338800.00,500,11106189700.00,500,1197.84,-0.001575
20101123,-0.014258,-0.014304,-0.013930,-0.014039,10931698000.00,500,11090338800.00,500,1180.73,-0.014284
20101124,0.015003,0.014954,0.017058,0.016983,11095175600.00,500,10931698000.00,500,1198.35,0.014923
20101126,-0.007258,-0.007493,-0.006929,-0.007097,11011632000.00,500,11095175600.00,500,1189.40,-0.007469
20101129,-0.001085,-0.001370,-0.001880,-0.002119,10996548100.00,500,11011632000.00,500,1187.76,-0.001379
20101130,-0.005854,-0.005906,-0.004674,-0.004694,10948613300.00,500,10996548100.00,500,1180.55,-0.006070
20101201,0.021595,0.021448,0.022079,0.021925,11183521600.00,500,10948613300.00,500,1206.07,0.021617
20101202,0.012844,0.012829,0.015030,0.015018,11327000000.00,500,11183521600.00,500,1221.53,0.012818
20101203,0.002709,0.002575,0.003632,0.003397,11355975500.00,500,11327000000.00,500,1224.71,0.002603
20101206,-0.001162,-0.001196,-0.000954,-0.001009,11342391300.00,500,11355975500.00,500,1223.12,-0.001298
20101207,0.000655,0.000638,0.000648,0.000608,11349625700.00,500,11342391300.00,500,1223.75,0.000515
20101208,0.003878,0.003568,0.002543,0.002210,11390430400.00,500,11349625700.00,500,1228.28,0.003702
20101209,0.003980,0.003897,0.004330,0.004238,11434814300.00,500,11390430400.00,500,1233.00,0.003843
20101210,0.006130,0.006122,0.007091,0.007080,11504838200.00,500,11434814300.00,500,1240.40,0.006002
20101213,0.000224,0.000067,-0.001208,-0.001335,11505656200.00,500,11504838200.00,500,1240.46,0.000048
20101214,0.001005,0.000989,0.000286,0.000254,11517034400.00,500,11505656200.00,500,1241.59,0.000911
20101215,-0.004986,-0.005014,-0.005316,-0.005380,11459284700.00,500,11517034400.00,500,1235.23,-0.005122
20101216,0.006158,0.005981,0.007954,0.007602,11527820400.00,500,11459284700.00,500,1242.87,0.006185
20101217,0.001119,0.001112,0.003517,0.003497,11541810200.00,500,11527820400.00,500,1243.91,0.000837
20101220,0.002346,0.002323,0.003163,0.003112,11599218400.00,500,11572339600.00,500,1247.08,0.002548
20101221,0.006134,0.005994,0.006721,0.006624,11668204100.00,500,11599218400.00,500,1254.60,0.006030
20101222,0.003422,0.003274,0.002903,0.002831,11706408800.00,500,11668204100.00,500,1258.84,0.003380
20101223,-0.001591,-0.001660,-0.002494,-0.002531,11686474600.00,500,11706408800.00,500,1256.77,-0.001644
20101227,0.000807,0.000804,0.000765,0.000750,11695866700.00,500,11686474600.00,500,1257.54,0.000613
20101228,0.000765,0.000758,-0.000270,-0.000286,11704732900.00,500,11695866700.00,500,1258.51,0.000771
20101229,0.001216,0.001039,0.001722,0.001485,11716894400.00,500,11704732900.00,500,1259.78,0.001009
20101230,-0.001459,-0.001486,-0.000678,-0.000728,11699487100.00,500,11716894400.00,500,1257.88,-0.001508
20101231,-0.000271,-0.000276,-0.001106,-0.001115,11683073300.00,500,11699487100.00,500,1257.64,-0.000191
20110103,0.011325,0.011291,0.011427,0.011393,11815016800.00,500,11683073300.00,500,1271.87,0.011315
20110104,-0.001236,-0.001254,-0.005422,-0.005429,11798066500.00,500,11822611900.00,500,1270.20,-0.001313
