caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
20080102,-0.014101,-0.014298,-0.017169,-0.017271,13001736800.00,500,13190325300.00,500,1447.16,-0.014438
20080103,0.000023,0.000023,-0.006110,-0.006110,13002034000.00,500,13001736800.00,500,1447.16,0.000000
20080104,-0.024441,-0.024441,-0.028463,-0.028463,12684267800.00,500,13002034000.00,500,1411.63,-0.024552
20080107,0.003272,0.003262,0.002608,0.002591,12725639600.00,500,12684267800.00,500,1416.18,0.003223
20080108,-0.017673,-0.017998,-0.022504,-0.022623,12496601100.00,500,12725639600.00,500,1390.19,-0.018352
20080109,0.013316,0.013241,0.008873,0.008764,12662064900.00,500,12496601100.00,500,1409.13,0.013624
20080110,0.007985,0.007969,0.013679,0.013642,12762972400.00,500,12662064900.00,500,1420.33,0.007948
20080111,-0.013669,-0.013729,-0.013391,-0.013429,12587748900.00,500,12762972400.00,500,1401.02,-0.013595
20080114,0.010698,0.010698,0.009922,0.009922,12722412900.00,500,12587748900.00,500,1416.25,0.010871
20080115,-0.024854,-0.024865,-0.026423,-0.026455,12406066300.00,500,12722412900.00,500,1380.95,-0.024925
20080116,-0.005303,-0.005411,0.002143,0.002110,12338943100.00,500,12406066300.00,500,1373.20,-0.005612
20080117,-0.028556,-0.028594,-0.030503,-0.030536,11986128500.00,500,12338943100.00,500,1333.25,-0.029093
20080118,-0.006033,-0.006056,-0.003882,-0.003893,11912205200.00,500,11986128500.00,500,1325.19,-0.006045
20080122,-0.010822,-0.010822,-0.001300,-0.001300,11783286000.00,500,11912205200.00,500,1310.50,-0.011085
20080123,0.021236,0.021209,0.032189,0.032156,12033202600.00,500,11783286000.00,500,1338.60,0.021442
20080124,0.009971,0.009946,0.008185,0.008126,12152873700.00,500,12033202600.00,500,1352.07,0.010063
20080125,-0.015847,-0.015859,-0.011414,-0.011418,11957544700.00,500,12152873700.00,500,1330.61,-0.015872
20080128,0.017471,0.017460,0.020801,0.020781,12149248600.00,500,11940765800.00,499,1353.97,0.017556
20080129,0.006035,0.005979,0.010073,0.010002,12231691800.00,500,12158987500.00,500,1362.30,0.006152
20080130,-0.004937,-0.004997,-0.006007,-0.006141,12170571900.00,500,12231691800.00,500,1355.81,-0.004764
20080131,0.015601,0.015431,0.019009,0.018939,12349759000.00,500,12170571900.00,500,1378.55,0.016772
20080201,0.013630,0.013630,0.022230,0.022230,12513879500.00,500,12349759000.00,500,1395.42,0.012238
20080204,-0.010493,-0.010510,-0.011487,-0.011553,12382372800.00,500,12513879500.00,500,1380.82,-0.010463
20080205,-0.031705,-0.031793,-0.032140,-0.032231,11988695200.00,500,12382372800.00,500,1336.64,-0.031995
20080206,-0.007300,-0.007691,-0.007039,-0.007204,11896492800.00,500,11988695200.00,500,1326.45,-0.007624
20080207,0.008207,0.007978,0.009948,0.009855,11991406600.00,500,11896492800.00,500,1336.91,0.007886
20080208,-0.004224,-0.004236,-0.005101,-0.005167,11939997300.00,500,11991406600.00,500,1331.29,-0.004204
20080211,0.006015,0.005962,0.007484,0.007434,12010488800.00,500,11939997300.00,500,1339.13,0.005889
20080212,0.007298,0.007259,0.005237,0.005180,12097703900.00,500,12010488800.00,500,1348.86,0.007266
20080213,0.013863,0.013477,0.013729,0.013358,12260742300.00,500,12097703900.00,500,1367.21,0.013604
20080214,-0.013525,-0.013556,-0.014916,-0.014967,12094209900.00,500,12260742300.00,500,1348.86,-0.013421
20080215,0.000772,0.000712,0.000711,0.000663,12102025200.00,500,12094209900.00,500,1349.99,0.000838
20080219,-0.000976,-0.001070,-0.001482,-0.001507,12088971200.00,500,12102025200.00,500,1348.78,-0.000896
20080220,0.008410,0.008349,0.011477,0.011412,12189601300.00,500,12088971200.00,500,1360.03,0.008341
20080221,-0.012440,-0.012773,-0.015161,-0.015252,12033954500.00,500,12189601300.00,500,1342.53,-0.012867
20080222,0.007870,0.007766,0.009770,0.009746,12125746200.00,500,12033954500.00,500,1353.11,0.007881
20080225,0.013770,0.013747,0.016702,0.016681,12292394400.00,500,12125746200.00,500,1371.80,0.013813
20080226,0.007118,0.007114,0.009293,0.009276,12379792400.00,500,12292394400.00,500,1381.29,0.006918
20080227,-0.000774,-0.001010,-0.002387,-0.002659,12367290100.00,500,12379792400.00,500,1380.02,-0.000919
20080228,-0.008875,-0.008991,-0.014138,-0.014299,12256095500.00,500,12367290100.00,500,1367.68,-0.008942
20080229,-0.026967,-0.027001,-0.030462,-0.030527,11878113100.00,500,12256095500.00,500,1330.63,-0.027090
20080303,0.000476,0.000451,-0.000026,-0.000115,11883468400.00,500,11878113100.00,500,1331.34,0.000534
20080304,-0.003317,-0.003320,-0.001945,-0.001956,11844016100.00,500,11883468400.00,500,1326.75,-0.003448
20080305,0.005590,0.005100,0.005045,0.004779,11904376400.00,500,11844016100.00,500,1333.70,0.005238
20080306,-0.021705,-0.021865,-0.026756,-0.027014,11643968900.00,500,11904376400.00,500,1304.34,-0.022014
20080307,-0.008192,-0.008213,-0.006483,-0.006524,11550057800.00,500,11643968900.00,500,1293.37,-0.008410
20080310,-0.015371,-0.015413,-0.019089,-0.019109,11372035800.00,500,11550057800.00,500,1273.37,-0.015463
20080311,0.037143,0.037109,0.039720,0.039700,11794160500.00,500,11372035800.00,500,1320.65,0.037130
20080312,-0.008508,-0.008830,-0.010258,-0.010629,11690017500.00,500,11794160500.00,500,1308.77,-0.008996
20080313,0.005206,0.005168,0.007178,0.007101,11750430400.00,500,11690017500.00,500,1315.48,0.005127
20080314,-0.020562,-0.020585,-0.022163,-0.022205,11507685600.00,500,11750430400.00,500,1288.14,-0.020783
20080317,-0.009003,-0.009151,-0.018640,-0.018694,11402200900.00,500,11507685600.00,500,1276.60,-0.008959
20080318,0.042219,0.042195,0.045335,0.045239,11883313400.00,500,11402200900.00,500,1330.74,0.042410
20080319,-0.023938,-0.023948,-0.022579,-0.022596,11598724300.00,500,11883313400.00,500,1298.42,-0.024287
20080320,0.024392,0.024392,0.025348,0.025348,11881875200.00,500,11598724300.00,500,1329.51,0.023944
20080324,0.015093,0.015093,0.022894,0.022894,12060302900.00,500,11881875200.00,500,1349.88,0.015321
20080325,0.002309,0.002298,0.003570,0.003542,12087981900.00,500,12060302900.00,500,1352.99,0.002304
20080326,-0.008731,-0.008778,-0.012770,-0.012837,11981874500.00,500,12087981900.00,500,1341.13,-0.008766
20080327,-0.011302,-0.011506,-0.011797,-0.012075,11844008200.00,500,11981874500.00,500,1325.76,-0.011460
20080328,-0.007949,-0.007994,-0.011213,-0.011284,11748574800.00,500,11844008200.00,500,1315.22,-0.007950
20080331,0.005616,0.005602,0.007693,0.007685,11811614000.00,500,11855690100.00,500,1322.70,0.005687
20080401,0.035878,0.035873,0.039897,0.039885,12235747800.00,500,11811614000.00,500,1370.18,0.035896
20080402,-0.001677,-0.001874,0.001801,0.001706,12212820100.00,500,12235747800.00,500,1367.53,-0.001934
20080403,0.001268,0.001260,0.002876,0.002837,12228203800.00,500,12212820100.00,500,1369.31,0.001302
20080404,0.000764,0.000750,0.000074,0.000050,12237377400.00,500,12228203800.00,500,1370.40,0.000796
20080407,0.001513,0.001504,0.000497,0.000482,12255749300.00,500,12237377400.00,500,1372.54,0.001562
20080408,-0.004715,-0.005042,-0.006433,-0.006538,12194049800.00,500,12255749300.00,500,1365.54,-0.005100
20080409,-0.007899,-0.007973,-0.012499,-0.012597,12096822800.00,500,12194049800.00,500,1354.49,-0.008092
20080410,0.004569,0.004522,0.004377,0.004310,12151524400.00,500,12096822800.00,500,1360.55,0.004474
20080411,-0.020155,-0.020221,-0.017673,-0.017705,11905830700.00,500,12151524400.00,500,1332.83,-0.020374
20080414,-0.003200,-0.003213,-0.005205,-0.005233,11867591700.00,500,11905830700.00,500,1328.32,-0.003384
20080415,0.004797,0.004792,0.004103,0.004085,11924488900.00,500,11867591700.00,500,1334.43,0.004600
20080416,0.022642,0.022529,0.024877,0.024853,12193173000.00,500,11924488900.00,500,1364.71,0.022691
20080417,0.000673,0.000647,0.002600,0.002588,12201099100.00,500,12193173000.00,500,1365.56,0.000623
20080418,0.017938,0.017934,0.018114,0.018112,12419963300.00,500,12201099100.00,500,1390.33,0.018139
20080421,-0.001447,-0.001473,-0.003805,-0.003822,12401699300.00,500,12419963300.00,500,1388.17,-0.001554
20080422,-0.008698,-0.008715,-0.014553,-0.014563,12293645200.00,500,12401699300.00,500,1375.94,-0.008810
20080423,0.003079,0.003073,0.002986,0.002965,12331442900.00,500,12293645200.00,500,1379.93,0.002900
20080424,0.006420,0.006415,0.010781,0.010765,12410555900.00,500,12331442900.00,500,1388.82,0.006442
20080425,0.006094,0.006083,0.010298,0.010295,12484658800.00,500,12410555900.00,500,1397.84,0.006495
20080428,-0.001158,-0.001217,0.001183,0.001102,12469459000.00,500,12484658800.00,500,1396.37,-0.001052
20080429,-0.003706,-0.003733,-0.002255,-0.002341,12422905600.00,500,12469459000.00,500,1390.94,-0.003889
20080430,-0.004070,-0.004111,-0.007474,-0.007525,12355609900.00,500,12422905600.00,500,1385.59,-0.003846
20080501,0.017263,0.017081,0.022588,0.022470,12566770000.00,500,12355609900.00,500,1409.34,0.017141
20080502,0.003031,0.003029,0.002434,0.002432,12604858000.00,500,12566770000.00,500,1413.90,0.003236
20080505,-0.004496,-0.004580,-0.006236,-0.006291,12547228500.00,500,12604858000.00,500,1407.49,-0.004534
20080506,0.007543,0.007504,0.009407,0.009334,12641434300.00,500,12547228500.00,500,1418.26,0.007652
20080507,-0.017481,-0.017878,-0.017896,-0.018082,12415328700.00,500,12641434300.00,500,1392.57,-0.018114
20080508,0.003668,0.003624,0.001717,0.001618,12460317700.00,500,12415328700.00,500,1397.68,0.003669
20080509,-0.006376,-0.006577,-0.004505,-0.004527,12378516300.00,500,12460317700.00,500,1388.28,-0.006725
20080512,0.011258,0.011230,0.015102,0.014995,12517522800.00,500,12378516300.00,500,1403.58,0.011021
20080513,-0.000318,-0.000556,0.001198,0.001023,12510558400.00,500,12517522800.00,500,1403.04,-0.000385
20080514,0.004261,0.004054,0.006877,0.006611,12561275100.00,500,12510558400.00,500,1408.66,0.004006
20080515,0.010659,0.010490,0.012152,0.012053,12692903100.00,500,12561275100.00,500,1423.57,0.010585
20080516,0.001171,0.001144,-0.001111,-0.001134,12707404300.00,500,12692903100.00,500,1425.35,0.001250
20080519,0.000893,0.000863,-0.000869,-0.000890,12718369600.00,500,12707404300.00,500,1426.63,0.000898
20080520,-0.009346,-0.009346,-0.009682,-0.009688,12599503100.00,500,12718369600.00,500,1413.40,-0.009274
20080521,-0.016013,-0.016086,-0.017159,-0.017262,12396832100.00,500,12599503100.00,500,1390.71,-0.016053
20080522,0.002939,0.002756,0.003364,0.003285,12431020600.00,500,12396832100.00,500,1394.35,0.002617
20080523,-0.013030,-0.013044,-0.014123,-0.014150,12268900200.00,500,12431020600.00,500,1375.93,-0.013210
20080527,0.006962,0.006956,0.009094,0.009065,12354239500.00,500,12268900200.00,500,1385.35,0.006846
20080528,0.004128,0.003933,0.005165,0.004888,12402834900.00,500,12354239500.00,500,1390.84,0.003963
20080529,0.005490,0.005371,0.007605,0.007410,12469454200.00,500,12402834900.00,500,1398.26,0.005335
20080530,0.001511,0.001498,0.001220,0.001195,12480087000.00,500,12469454200.00,500,1400.38,0.001516
20080602,-0.010524,-0.010551,-0.011094,-0.011135,12357427700.00,500,12489203800.00,500,1385.67,-0.010504
20080603,-0.005598,-0.005635,-0.003724,-0.003757,12287796000.00,500,12357427700.00,500,1377.65,-0.005788
20080604,0.000215,-0.000269,0.001070,0.000847,12284486500.00,500,12287796000.00,500,1377.20,-0.000327
20080605,0.019662,0.019584,0.016276,0.016156,12525066400.00,500,12284486500.00,500,1404.05,0.019496
20080606,-0.030672,-0.030791,-0.033506,-0.033670,12146502800.00,500,12531665400.00,500,1360.68,-0.030889
20080609,0.000949,0.000914,-0.003521,-0.003567,12157605900.00,500,12146502800.00,500,1361.76,0.000794
20080610,-0.002208,-0.002208,-0.002743,-0.002744,12130758000.00,500,12157605900.00,500,1358.44,-0.002438
20080611,-0.016768,-0.016992,-0.022479,-0.022864,11937170400.00,500,12143513100.00,500,1335.49,-0.016894
20080612,0.003610,0.003542,0.006955,0.006816,11979447100.00,500,11937170400.00,500,1339.87,0.003280
20080613,0.014986,0.014960,0.017191,0.017125,12158653700.00,500,11979447100.00,500,1360.03,0.015046
20080616,0.000113,0.000113,0.002551,0.002551,12160023700.00,500,12158653700.00,500,1360.14,0.000081
20080617,-0.006799,-0.006809,-0.010894,-0.010931,12077221300.00,500,12160023700.00,500,1350.93,-0.006771
20080618,-0.009680,-0.009694,-0.012729,-0.012798,11960146400.00,500,12077221300.00,500,1337.81,-0.009712
20080619,0.004083,0.003824,0.008097,0.008075,12005886200.00,500,11960146400.00,500,1342.83,0.003752
20080620,-0.018579,-0.018590,-0.019497,-0.019514,11782407200.00,500,12005886200.00,500,1317.93,-0.018543
20080623,0.000075,0.000075,-0.006592,-0.006592,11794575400.00,500,11793724500.00,500,1318.00,0.000053
20080624,-0.002679,-0.002693,-0.002146,-0.002182,11762810800.00,500,11794575400.00,500,1314.29,-0.002815
20080625,0.006086,0.006039,0.008510,0.008471,11833852200.00,500,11762810800.00,500,1321.97,0.005843
20080626,-0.028954,-0.029250,-0.030951,-0.031272,11487715000.00,500,11833852200.00,500,1283.15,-0.029365
20080627,-0.003757,-0.003790,-0.004369,-0.004409,11444028000.00,500,11487715000.00,500,1278.38,-0.003717
20080630,0.001151,0.001151,-0.003258,-0.003258,11454626800.00,500,11444028000.00,500,1280.00,0.001267
20080701,0.004101,0.003916,0.002528,0.002414,11506889600.00,500,11459480500.00,500,1284.91,0.003836
20080702,-0.017992,-0.018062,-0.020278,-0.020373,11299054400.00,500,11506889600.00,500,1261.52,-0.018204
20080703,0.001075,0.001056,-0.003245,-0.003277,11307884000.00,500,11299054400.00,500,1262.90,0.001094
20080707,-0.008093,-0.008104,-0.010148,-0.010155,11216240200.00,500,11307884000.00,500,1252.31,-0.008385
20080708,0.017643,0.017267,0.024843,0.024667,11409906400.00,500,11216240200.00,500,1273.70,0.017080
20080709,-0.022656,-0.022761,-0.026766,-0.026907,11150205500.00,500,11409906400.00,500,1244.69,-0.022776
20080710,0.007102,0.007102,0.001401,0.001401,11229398300.00,500,11150205500.00,500,1253.39,0.006990
20080711,-0.010979,-0.011056,-0.013251,-0.013289,11105299800.00,500,11229398300.00,500,1239.49,-0.011090
20080714,-0.008835,-0.008835,-0.014761,-0.014761,11007186200.00,500,11105299800.00,500,1228.30,-0.009028
20080715,-0.010527,-0.010542,-0.007361,-0.007398,10891153900.00,500,11007186200.00,500,1214.91,-0.010901
20080716,0.025064,0.024940,0.038002,0.037975,11162786700.00,500,10891153900.00,500,1245.36,0.025064
20080717,0.011809,0.011775,0.022119,0.022100,11294225200.00,500,11162786700.00,500,1260.32,0.012013
20080718,-0.000100,-0.000104,0.001029,0.001026,11301349000.00,500,11302522600.00,500,1260.68,0.000286
20080721,-0.000663,-0.000688,-0.001304,-0.001318,11293620700.00,500,11301349000.00,500,1260.00,-0.000539
20080722,0.013658,0.013638,0.018324,0.018286,11447613700.00,500,11293620700.00,500,1277.00,0.013492
20080723,0.003984,0.003984,0.008545,0.008545,11493173200.00,500,11447613700.00,500,1282.19,0.004064
20080724,-0.022925,-0.022965,-0.031521,-0.031706,11229240700.00,500,11493173200.00,500,1252.54,-0.023125
20080725,0.004255,0.004242,0.002301,0.002297,11276053500.00,500,11229240700.00,500,1257.76,0.004168
20080728,-0.018448,-0.018448,-0.018739,-0.018745,11067500000.00,500,11276053500.00,500,1234.37,-0.018597
20080729,0.023487,0.023403,0.029427,0.029375,11326513800.00,500,11067500000.00,500,1263.20,0.023356
20080730,0.016534,0.016470,0.012706,0.012562,11513068600.00,500,11326513800.00,500,1284.26,0.016672
20080731,-0.012839,-0.013025,-0.009736,-0.009832,11345697700.00,500,11501017900.00,500,1267.38,-0.013144
20080801,-0.005623,-0.005623,-0.005430,-0.005430,11280219200.00,500,11345697700.00,500,1260.31,-0.005578
20080804,-0.008737,-0.008751,-0.009066,-0.009115,11181226600.00,500,11280219200.00,500,1249.01,-0.008966
20080805,0.028818,0.028717,0.031957,0.031878,11502306600.00,500,11181226600.00,500,1284.88,0.028719
20080806,0.004060,0.003612,0.003760,0.003530,11543849900.00,500,11502306600.00,500,1289.19,0.003354
20080807,-0.018041,-0.018134,-0.019239,-0.019407,11334515300.00,500,11543849900.00,500,1266.07,-0.017934
20080808,0.023915,0.023915,0.028159,0.028159,11605581300.00,500,11334515300.00,500,1296.32,0.023893
20080811,0.007276,0.007038,0.011836,0.011765,11687277700.00,500,11605581300.00,500,1305.32,0.006943
20080812,-0.011639,-0.011676,-0.014545,-0.014583,11550955000.00,500,11687277700.00,500,1289.59,-0.012051
20080813,-0.002780,-0.003136,-0.003844,-0.004197,11514726200.00,500,11550955000.00,500,1285.83,-0.002916
20080814,0.005535,0.005500,0.011745,0.011653,11578061500.00,500,11514726200.00,500,1292.93,0.005522
20080815,0.004286,0.004170,0.007100,0.007085,11626345600.00,500,11578061500.00,500,1298.20,0.004076
20080818,-0.014872,-0.014938,-0.018415,-0.018476,11452676000.00,500,11626345600.00,500,1278.60,-0.015098
20080819,-0.009214,-0.009309,-0.013202,-0.013221,11346066200.00,500,11452676000.00,500,1266.69,-0.009315
20080820,0.006187,0.006115,0.003250,0.003164,11415445100.00,500,11346066200.00,500,1274.54,0.006197
20080821,0.002490,0.002440,0.000662,0.000597,11448622500.00,500,11420760400.00,500,1277.72,0.002495
20080822,0.011538,0.011419,0.013089,0.013066,11583874900.00,500,11448622500.00,500,1292.20,0.011333
20080825,-0.019459,-0.019463,-0.020014,-0.020028,11358430600.00,500,11583874900.00,500,1266.84,-0.019625
20080826,0.003619,0.003614,0.003441,0.003422,11386822200.00,500,11345819400.00,499,1271.51,0.003686
20080827,0.008053,0.007882,0.011459,0.011222,11485056900.00,500,11395235600.00,500,1281.66,0.007983
20080828,0.014869,0.014697,0.019720,0.019401,11653847500.00,500,11485056900.00,500,1300.68,0.014840
20080829,-0.013721,-0.013767,-0.010825,-0.010893,11492578600.00,500,11653847500.00,500,1282.83,-0.013724
20080902,-0.003892,-0.003926,-0.000291,-0.000308,11447408300.00,500,11492578600.00,500,1277.58,-0.004093
20080903,-0.001604,-0.002096,-0.000732,-0.000928,11423415300.00,500,11447408300.00,500,1274.98,-0.002035
20080904,-0.029620,-0.029644,-0.031858,-0.031892,11084774500.00,500,11423415300.00,500,1236.83,-0.029922
20080905,0.004572,0.004512,0.008074,0.007790,11132642600.00,500,11084774500.00,500,1242.31,0.004431
20080908,0.020415,0.020240,0.018010,0.017798,11358094900.00,500,11132642600.00,500,1267.79,0.020510
20080909,-0.033590,-0.033596,-0.037873,-0.037893,10976504200.00,500,11358094900.00,500,1224.51,-0.034138
20080910,0.006030,0.005979,0.005085,0.004930,11042128500.00,500,10976504200.00,500,1232.04,0.006149
20080911,0.014305,0.013979,0.012436,0.012140,11195249400.00,498,11040909800.00,498,1249.05,0.013806
20080912,0.001924,0.001911,0.005117,0.005104,11216648700.00,498,11195249400.00,498,1251.70,0.002122
20080915,-0.046417,-0.046424,-0.049703,-0.049720,10710058700.00,500,11231526700.00,500,1192.70,-0.047136
20080916,0.017108,0.017103,0.015149,0.015122,10893545600.00,500,10710058700.00,500,1213.59,0.017515
20080917,-0.047027,-0.047048,-0.050142,-0.050188,10380826600.00,499,10893337300.00,499,1156.39,-0.047133
20080918,0.042867,0.042554,0.053164,0.053108,10822569500.00,499,10380826600.00,499,1206.51,0.043342
20080919,0.040156,0.040156,0.043489,0.043489,11257164300.00,499,10822569500.00,499,1255.08,0.040257
20080922,-0.037926,-0.037966,-0.045453,-0.045475,10835976300.00,500,11263607100.00,500,1207.09,-0.038237
20080923,-0.015318,-0.015370,-0.014680,-0.014748,10663390500.00,499,10829841200.00,499,1188.22,-0.015633
20080924,-0.001766,-0.001776,-0.003099,-0.003149,10651202300.00,500,10670151200.00,500,1185.87,-0.001978
20080925,0.019586,0.019586,0.016217,0.016217,10859820500.00,500,10651202300.00,500,1209.18,0.019656
20080926,0.003484,0.003266,-0.002868,-0.003159,10894157800.00,500,10859820500.00,500,1213.01,0.003167
20080929,-0.087090,-0.087136,-0.092025,-0.092091,9944641080.00,500,10893885300.00,499,1106.39,-0.087897
20080930,0.053991,0.053988,0.054845,0.054832,10506424200.00,499,9950068500.00,499,1166.36,0.054203
20081001,-0.004515,-0.004662,-0.005766,-0.005895,10457447800.00,499,10506424200.00,499,1161.06,-0.004544
20081002,-0.039694,-0.039870,-0.050793,-0.050905,10045325400.00,500,10462468600.00,500,1114.28,-0.040291
20081003,-0.013309,-0.013327,-0.015103,-0.015122,9911348830.00,500,10045325400.00,500,1099.23,-0.013506
20081006,-0.037788,-0.037801,-0.041280,-0.041287,9536693970.00,500,9911348830.00,500,1056.89,-0.038518
20081007,-0.058159,-0.058167,-0.061975,-0.061982,8971453350.00,500,9525524190.00,500,996.23,-0.057395
20081008,-0.010852,-0.011372,-0.011999,-0.012270,8869429020.00,500,8971453350.00,500,984.94,-0.011333
20081009,-0.075734,-0.075749,-0.082105,-0.082130,8197578250.00,500,8869429020.00,500,909.92,-0.076167
20081010,-0.011174,-0.011265,-0.005486,-0.005526,8105238450.00,500,8197578250.00,500,899.22,-0.011759
20081013,0.115129,0.115129,0.120949,0.120949,9038388610.00,500,8105238450.00,500,1003.35,0.115800
20081014,-0.006052,-0.006064,-0.002563,-0.002578,8983584200.00,500,9038388610.00,500,998.01,-0.005322
20081015,-0.089963,-0.090054,-0.098717,-0.098801,8174576740.00,500,8983584200.00,500,907.84,-0.090350
20081016,0.043349,0.043316,0.039052,0.039028,8528660380.00,500,8174576740.00,500,946.43,0.042507
20081017,-0.006221,-0.006232,-0.001147,-0.001152,8475507760.00,500,8528660380.00,500,940.55,-0.006213
20081020,0.047039,0.047033,0.045297,0.045293,8872120210.00,500,8475507760.00,500,985.40,0.047685
20081021,-0.030627,-0.030628,-0.033754,-0.033762,8600352750.00,500,8872120210.00,500,955.05,-0.030800
20081022,-0.059076,-0.059271,-0.068948,-0.068989,8096339990.00,500,8606547010.00,500,896.78,-0.061013
20081023,0.010965,0.010924,-0.009843,-0.010076,8184796370.00,500,8096339990.00,500,908.11,0.012634
20081024,-0.034157,-0.034166,-0.037346,-0.037367,7904307660.00,500,8184796370.00,500,876.77,-0.034511
20081027,-0.031779,-0.031779,-0.036218,-0.036218,7652683740.00,500,7904307660.00,500,848.92,-0.031764
20081028,0.107240,0.107238,0.109076,0.109064,8473341570.00,500,7652683740.00,500,940.51,0.107890
20081029,-0.011463,-0.011604,-0.000209,-0.000330,8375015960.00,500,8473341570.00,500,930.09,-0.011079
20081030,0.027035,0.026850,0.034857,0.034667,8599883970.00,500,8375015960.00,500,954.09,0.025804
20081031,0.015319,0.015319,0.024084,0.024084,8721274810.00,500,8604703650.00,500,968.75,0.015365
20081103,-0.002754,-0.002765,-0.000563,-0.000603,8696336170.00,500,8721274810.00,500,966.30,-0.002529
20081104,0.040260,0.040253,0.044471,0.044459,9046369360.00,500,8696336170.00,500,1005.75,0.040826
20081105,-0.051925,-0.052487,-0.054464,-0.054698,8571553650.00,500,9046369360.00,500,952.77,-0.052677
20081106,-0.049460,-0.049711,-0.055807,-0.056025,8146162410.00,500,8572301810.00,500,904.88,-0.050264
20081107,0.029011,0.028665,0.025916,0.025661,8379673260.00,500,8146162410.00,500,930.99,0.028855
20081110,-0.012278,-0.012411,-0.024263,-0.024372,8275666830.00,500,8379673260.00,500,919.21,-0.012653
20081111,-0.021958,-0.021958,-0.032855,-0.032855,8093738680.00,499,8275447500.00,499,898.95,-0.022041
20081112,-0.051133,-0.051567,-0.061537,-0.062196,7676366260.00,499,8093738680.00,499,852.30,-0.051894
20081113,0.068893,0.068785,0.078637,0.078430,8210807020.00,499,7682511720.00,499,911.29,0.069213
20081114,-0.041756,-0.041927,-0.049956,-0.049986,7872146860.00,499,8216645250.00,499,873.29,-0.041699
20081117,-0.025816,-0.025854,-0.031593,-0.031639,7673586920.00,500,7877246090.00,500,850.75,-0.025810
20081118,0.010164,0.009951,-0.000466,-0.000546,7700178570.00,500,7623998840.00,499,859.12,0.009838
20081119,-0.060607,-0.060716,-0.077316,-0.077495,7237566820.00,500,7705409400.00,500,806.58,-0.061156
20081120,-0.065964,-0.066006,-0.077545,-0.077661,6759842990.00,500,7237566820.00,500,752.44,-0.067123
20081121,0.063255,0.063045,0.064973,0.064902,7186088050.00,500,6759842990.00,500,800.03,0.063248
20081124,0.063418,0.063389,0.093051,0.092876,7640691760.00,500,7183406230.00,500,851.81,0.064723
20081125,0.006564,0.006412,0.015495,0.015109,7689657750.00,500,7640691760.00,500,857.39,0.006551
20081126,0.035612,0.035203,0.051169,0.050666,7960357190.00,500,7689657750.00,500,887.68,0.035328
20081128,0.009108,0.009073,0.011924,0.011823,8037282260.00,500,7960357190.00,500,896.24,0.009643
20081201,-0.088632,-0.088695,-0.100798,-0.100858,7324445020.00,500,8037282260.00,500,816.21,-0.089295
20081202,0.039422,0.039347,0.045228,0.045114,7616801670.00,500,7328450400.00,500,848.81,0.039941
20081203,0.026509,0.025973,0.029553,0.029162,7814634780.00,500,7616801670.00,500,870.74,0.025836
20081204,-0.028669,-0.028708,-0.031393,-0.031448,7590295730.00,500,7814634780.00,500,845.22,-0.029308
20081205,0.037059,0.037032,0.048915,0.048764,7870970640.00,500,7589900690.00,500,876.07,0.036499
20081208,0.037990,0.037822,0.045662,0.045381,8173264800.00,500,7870970640.00,500,909.70,0.038387
20081209,-0.022993,-0.023026,-0.018955,-0.018966,7985069520.00,500,8173264800.00,500,888.67,-0.023118
20081210,0.011764,0.011660,0.020816,0.020564,8078230580.00,500,7985069520.00,500,899.24,0.011894
20081211,-0.028225,-0.028563,-0.038343,-0.038725,7847489060.00,500,8078230580.00,500,873.59,-0.028524
20081212,0.007138,0.007134,0.013549,0.013541,7903245340.00,500,7847489060.00,500,879.73,0.007028
20081215,-0.012723,-0.012766,-0.019616,-0.019683,7802353610.00,500,7903245340.00,500,868.57,-0.012686
20081216,0.051000,0.050990,0.063688,0.063662,8200198600.00,500,7802353610.00,500,913.18,0.051360
20081217,-0.009406,-0.009450,-0.000488,-0.000605,8122706860.00,500,8200198600.00,500,904.42,-0.009593
20081218,-0.020668,-0.020719,-0.023277,-0.023370,7954415610.00,500,8122706860.00,500,885.28,-0.021163
20081219,0.003024,0.003013,0.009979,0.009962,7967196740.00,500,7943264740.00,500,887.88,0.002937
20081222,-0.017844,-0.017933,-0.029051,-0.029110,7824318540.00,500,7967196740.00,500,871.63,-0.018302
20081223,-0.009531,-0.009727,-0.012796,-0.012846,7746094220.00,500,7822181650.00,500,863.16,-0.009717
20081224,0.006205,0.005741,0.006710,0.006230,7790563110.00,500,7746094220.00,500,868.15,0.005781
20081226,0.005217,0.005217,0.008440,0.008440,7831149800.00,500,7790563110.00,500,872.80,0.005356
20081229,-0.003809,-0.004139,-0.009198,-0.009683,7798734650.00,500,7831149800.00,500,869.42,-0.003873
20081230,0.024398,0.024198,0.032376,0.032176,7987448380.00,500,7798734650.00,500,890.64,0.024407
20081231,0.014131,0.014114,0.020473,0.020429,8109042730.00,500,7987448380.00,500,903.25,0.014158
20090102,0.031761,0.031579,0.040756,0.040722,8379522330.00,500,8087848020.00,500,931.80,0.031608
20090105,-0.004636,-0.004658,0.004476,0.004457,8340489020.00,500,8379522330.00,500,927.45,-0.004668
20090106,0.007638,0.007638,0.021902,0.021902,8398913390.00,500,8335183040.00,500,934.70,0.007817
